"Nivel_1_Setor","Nivel_2","Nivel_3","Nivel_4","Nivel_5","Nivel_6","Emissao_Remocao","Gas","Estado","Atividade_Economica","Produto","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","fora de Área Protegida","Outras Mudanças de uso da terra","Silvicultura -- Área sem vegetação","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1861,1470,1452,3359,488,1345,1101,2707,993,1462,1104,2054,4633,3074,1570,2561,5745,3910,2349,3578,3541,4269,4133,3747,4787,2823,2344,1260,2238,1920
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","em Área Protegida","Outras Mudanças de uso da terra","Silvicultura -- Área sem vegetação","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11716,423,1811,1842,445,1600,957,216,1585,1387,1583,1749,2089,1968,1222,4975,2009,1523,1155,943,573,578,2472,5080,7447,5654,1644,706,2336,1039
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Mata Atlântica","em Área Protegida","Outras Mudanças de uso da terra","Silvicultura -- Área sem vegetação","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,711,126,470,2210,495,270,580,701,864,549,663,395,758,1707,939,1543,504,2205,671,771,621,2269,3565,1109,929,836,1828,709
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","em Área Protegida","Outras Mudanças de uso da terra","Silvicultura -- Área sem vegetação","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,24,71,439,24,24,166,24,47,12,192,36,224,24,47,83,344,154,59,131,189,356,154,806,427,498,438,284,83,166
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","fora de Área Protegida","Regeneração","Silvicultura -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912658,5347,145807,100334,267,56631,217568,83175,116434,388160,726031,338424,390091,399217,171893,77857,48130,79705,125301,70066,46177,34911,93441,216376,99197,4812,21424,3553,2186,3839
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Caatinga","fora de Área Protegida","Regeneração","Silvicultura -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42561,365,783,3579,26,1338,1067,454,1193,234,1584,1688,870,182,0,79,91,117,13,728,974,1000,742,2602,415,104,104,0,0,0
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","fora de Área Protegida","Regeneração","Silvicultura -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5436081,337179,801782,2621998,11136,654341,761916,154140,478923,548593,467057,468257,242388,443369,636169,316485,205098,129579,170232,140055,126312,110287,139383,280881,182192,71164,68339,25454,13876,6844
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Mata Atlântica","fora de Área Protegida","Regeneração","Silvicultura -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409362,419476,532506,1250826,301784,732861,439210,252593,387728,420952,392507,534650,878308,1178184,895435,445202,460281,389519,412771,447251,476543,337754,351395,522341,463812,349321,696365,244428,158173,162702
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","fora de Área Protegida","Regeneração","Silvicultura -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111185,30494,11478,41561,852,10794,18233,3666,36286,39319,40284,35721,48098,83462,198030,70214,33115,11853,13774,10733,9489,9858,9919,36439,11099,2376,8467,1246,202,55
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pantanal","fora de Área Protegida","Regeneração","Silvicultura -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","em Área Protegida","Regeneração","Silvicultura -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17694,0,7340,3536,0,705,1495,1483,1580,1312,887,0,911,547,2455,1531,729,826,0,0,0,1337,6246,1240,0,0,377,0,0,0
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Caatinga","em Área Protegida","Regeneração","Silvicultura -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,52,169,0,0,39,0,0,0,0,0,0
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","em Área Protegida","Regeneração","Silvicultura -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253868,14868,19019,98511,615,5789,15216,1220,5807,7785,5279,5926,5680,11378,23338,15637,8007,4865,4726,6282,5582,4804,3786,33320,6958,3449,7593,975,588,304
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Mata Atlântica","em Área Protegida","Regeneração","Silvicultura -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36925,18236,34977,38086,33875,23890,15046,11854,27821,23343,12641,19625,21751,47264,38209,31759,51902,32708,43503,30075,34317,26841,21349,31061,28332,18776,76574,25873,12003,8401
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","em Área Protegida","Regeneração","Silvicultura -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,91,11,91,0,0,23,11,91,871,298,307,125,252,492,573,126,148,138,137,228,0,92,114,0,0,0,68,0,0
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","fora de Área Protegida","Outras Mudanças de uso da terra","Silvicultura -- Uso agropecuário","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502263,13644,192903,196943,73040,52131,87215,87832,127484,421529,221645,231957,166260,143926,138324,186583,103793,250724,226546,292169,213078,209640,168366,271500,389562,207202,179967,87040,416491,123240
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Caatinga","fora de Área Protegida","Outras Mudanças de uso da terra","Silvicultura -- Uso agropecuário","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,52,288,8629,708,1004,629,2381,3514,6900,15344,3677,1745,4171,1400,655,1960,6161,4003,14968,12242,3835,10744,8350,20148,7624,4491,3007,3258,7222
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","fora de Área Protegida","Outras Mudanças de uso da terra","Silvicultura -- Uso agropecuário","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072469,418224,668037,1164724,576212,829939,1082450,776906,938978,1127939,1125343,1153368,1291841,1166491,1083688,1403682,926419,1766019,1388833,1421411,1221136,2264858,1804431,1583950,3937665,1776164,1792175,1545320,5994150,3285896
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Mata Atlântica","fora de Área Protegida","Outras Mudanças de uso da terra","Silvicultura -- Uso agropecuário","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4089572,351116,2298868,1845688,569885,2889805,1222956,1570210,1452341,1585436,1271877,2269560,1712791,1160284,850227,852988,1267832,1028152,927139,1060708,1017944,994455,1210064,1189901,1384363,1653660,2762097,2760781,1755926,3235191
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","fora de Área Protegida","Outras Mudanças de uso da terra","Silvicultura -- Uso agropecuário","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85543,36166,50284,65347,36069,57478,127035,164840,93031,62818,50847,130444,120211,104606,109513,117827,300021,106242,181043,207683,97749,114947,116800,85102,129229,229523,387984,498829,140195,619903
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pantanal","fora de Área Protegida","Outras Mudanças de uso da terra","Silvicultura -- Uso agropecuário","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,98,195,33,2078,520,0,238,235,175
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","em Área Protegida","Outras Mudanças de uso da terra","Silvicultura -- Uso agropecuário","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4475,32,1302,2363,1187,127,158,557,799,2006,1125,4189,3309,6544,2962,609,300,599,855,280,256,1996,4485,252,0,0,200,275,588,3088
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Caatinga","em Área Protegida","Outras Mudanças de uso da terra","Silvicultura -- Uso agropecuário","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,220,0,0,0,0,0,0,0,0,0,4059,0,0,0,0,0
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","em Área Protegida","Outras Mudanças de uso da terra","Silvicultura -- Uso agropecuário","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16278,6751,5304,33210,22281,17048,13463,17887,29397,71639,14858,21449,21891,20970,28281,22257,61929,29601,28079,48685,28654,60256,42316,53108,121419,63573,60271,61653,42796,175835
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Mata Atlântica","em Área Protegida","Outras Mudanças de uso da terra","Silvicultura -- Uso agropecuário","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1875,1742,2773,9071,13449,28575,36582,30016,39172,29902,36388,64163,51841,46071,41881,34290,51873,35339,33581,33872,30013,25441,32132,38168,43069,63260,107634,126051,57407,103806
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","em Área Protegida","Outras Mudanças de uso da terra","Silvicultura -- Uso agropecuário","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,12,342,0,82,24,294,70,295,367,1236,2254,1221,1186,703,333,2088,1239,696,861,1100,876,829,284,947,2820,30243,9670,3464,10177
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","fora de Área Protegida","Regeneração","Silvicultura -- Vegetação não florestal secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547430,4986,76492,115490,0,59049,129485,61865,68228,330900,814642,768644,723725,220313,112040,4814,2328,1507,773,660,311,38,26,427,77,38,59153,39,0,38
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","fora de Área Protegida","Regeneração","Silvicultura -- Vegetação não florestal secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222092,20455,30165,48257,1194,12235,42380,3338,15750,26998,20105,20280,13929,24612,23029,9518,9091,4149,3390,2977,2751,3126,2817,5233,3689,2888,3840,4730,3272,2009
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Mata Atlântica","fora de Área Protegida","Regeneração","Silvicultura -- Vegetação não florestal secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4838,5316,2609,7599,3966,14339,29364,9587,17390,4650,3284,2657,1317,4392,2512,1617,6895,4940,11360,5211,1843,1936,1534,1300,1390,1134,3999,1595,518,236
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","fora de Área Protegida","Regeneração","Silvicultura -- Vegetação não florestal secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15925,10515,5381,4662,113,604,2614,1013,21381,21393,12872,8708,8300,8570,17838,9206,5148,2543,4970,7495,8080,5058,11996,13005,9494,660,1846,842,33,102
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","em Área Protegida","Regeneração","Silvicultura -- Vegetação não florestal secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2830,0,0,0
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","em Área Protegida","Regeneração","Silvicultura -- Vegetação não florestal secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16556,662,2170,34365,386,5895,7868,883,4494,9770,2742,2398,7245,11431,28487,13740,6272,2340,2163,2373,1289,792,731,532,730,85,15639,354,110,133
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Mata Atlântica","em Área Protegida","Regeneração","Silvicultura -- Vegetação não florestal secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,131,6266,690,189,573,571,73,176,1218,505,464,1113,541,290,506,808,133,663,183,182,49,0,0
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","em Área Protegida","Regeneração","Silvicultura -- Vegetação não florestal secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,11,0,23,69,0,23,91,172,103,126,46,114,195,253,0,34,102,0,34,102,0,0,23
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","fora de Área Protegida","Outras Mudanças de uso da terra","Uso agropecuário -- Área sem vegetação","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263716,154350,149247,263184,470782,104477,252410,171874,195945,198003,256060,234647,144213,214122,197541,176163,185215,476089,247663,182432,180581,208435,219660,259984,216168,222806,182270,172695,209686,185561
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Caatinga","fora de Área Protegida","Outras Mudanças de uso da terra","Uso agropecuário -- Área sem vegetação","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72882,181559,155131,47111,45648,132503,46607,29944,53984,43672,79364,85331,94529,52333,65630,103937,99720,82351,98119,152928,163940,120540,79322,78826,66587,78964,76710,78136,128625,59345
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","fora de Área Protegida","Outras Mudanças de uso da terra","Uso agropecuário -- Área sem vegetação","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1731657,1771267,1882088,2073196,1441421,1566432,1532839,1428133,1823104,2015691,2632397,2055407,1314336,1819717,2032777,1263051,1288926,1247996,1215455,1426101,1661160,1424949,1797971,1968016,1543256,1321171,1619975,1301302,2209678,2076484
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Mata Atlântica","fora de Área Protegida","Outras Mudanças de uso da terra","Uso agropecuário -- Área sem vegetação","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211688,280820,302924,381424,198479,437656,345581,317921,257706,562857,451670,409152,421013,252224,255880,314587,270383,427588,190014,484428,441320,381120,394141,546155,487219,444436,450377,265557,611160,213751
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","fora de Área Protegida","Outras Mudanças de uso da terra","Uso agropecuário -- Área sem vegetação","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160746,226048,161249,111513,164371,148044,130755,289770,195718,167904,116087,123771,105946,162757,254857,161652,159888,140205,142970,106063,67050,146764,97624,72974,60352,66211,102718,36354,83717,45594
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pantanal","fora de Área Protegida","Outras Mudanças de uso da terra","Uso agropecuário -- Área sem vegetação","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2086,1278,274,4681,3108,684,2262,956,3582,1838,2735,2187,2339,1365,1364,869,1994,1335,1194,2584,2150,2570,2032,1795,3411,1353,2184,1709,1095,53
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","em Área Protegida","Outras Mudanças de uso da terra","Uso agropecuário -- Área sem vegetação","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4769,479,2643,6619,6956,10330,8975,6712,7339,22719,41344,16880,11076,13692,10676,17731,11463,31794,16320,50818,16443,32536,24138,32212,35758,17567,40789,27634,28369,17557
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Caatinga","em Área Protegida","Outras Mudanças de uso da terra","Uso agropecuário -- Área sem vegetação","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,212,116,115,82,433,21,90,503,871,7588,13054,10071,525,946,1602,1502,2062,1488,1383,4734,5073,2409,1172,1550,1697,2415,1545,5390,1218
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","em Área Protegida","Outras Mudanças de uso da terra","Uso agropecuário -- Área sem vegetação","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50477,40372,59782,57643,43456,53820,48129,59465,82566,84223,117040,110024,84950,145393,154222,95350,80131,101237,125318,120410,124380,110169,110781,135155,126570,134410,186483,117913,160821,181122
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Mata Atlântica","em Área Protegida","Outras Mudanças de uso da terra","Uso agropecuário -- Área sem vegetação","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7533,6781,8059,8836,5502,11641,10566,12001,10821,22789,19140,13997,22742,15628,11942,14656,12468,27606,10222,22806,21887,20624,21706,23247,24896,23554,23525,15154,27437,15037
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","em Área Protegida","Outras Mudanças de uso da terra","Uso agropecuário -- Área sem vegetação","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,656,394,1876,896,1401,566,1602,698,9668,2598,2958,2174,3868,3981,4418,3267,1466,2144,1655,1239,2099,2810,2899,1937,1290,856,841,987,2328
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","fora de Área Protegida","Regeneração","Uso agropecuário -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6935669,7302630,6622890,4684332,5099265,4619750,4523972,5499494,5352207,4304964,5821507,5753147,4382534,5109743,4739183,4121685,4312217,4587472,5547718,4522419,5207754,5636498,7644945,8187632,5768882,5216862,4824279,4945666,4460760,4292598
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Caatinga","fora de Área Protegida","Regeneração","Uso agropecuário -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271879,318260,329440,290748,515644,774565,659634,657183,243027,290373,416570,305048,356305,280036,445631,309981,322606,263872,305803,360370,413278,393637,314843,227605,311112,222780,164425,248059,388350,31282
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","fora de Área Protegida","Regeneração","Uso agropecuário -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6508098,6690387,5866673,5341685,5767843,5398035,5383659,4845839,4767883,5114321,4640397,3966787,3589012,4154582,4552142,4504004,4647173,4344270,4829116,5225320,4000038,4471042,4660189,4600052,3675964,3933057,3830060,3958840,2796948,432997
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Mata Atlântica","fora de Área Protegida","Regeneração","Uso agropecuário -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968383,1133310,1246058,1474093,1197702,1092809,884302,908278,967406,1040863,951132,907179,761177,910965,894988,1005416,1020300,953524,1181428,1013084,1077302,1114564,1212004,1095568,1154047,1128039,1041679,960153,969426,186923
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","fora de Área Protegida","Regeneração","Uso agropecuário -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14014,9536,13917,10467,10462,6578,7079,5381,7148,4129,6527,9597,4185,7063,4889,5347,6820,5029,3370,4821,3812,3903,4218,2886,3510,2628,5675,1710,653,27
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pantanal","fora de Área Protegida","Regeneração","Uso agropecuário -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134718,138411,399888,78021,90225,91243,41743,51887,125511,534313,52999,63335,74140,99225,111425,81482,119856,87356,77615,74550,178908,152072,107963,174603,124583,89733,129964,103108,84654,2212
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","em Área Protegida","Regeneração","Uso agropecuário -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299151,132537,625728,459771,323653,552211,326151,441775,365010,742632,819199,509626,443957,629992,475695,398384,406930,474180,664084,554379,670584,683380,876653,1218773,827598,713777,660142,660920,465545,426904
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Caatinga","em Área Protegida","Regeneração","Uso agropecuário -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,2597,1969,3412,4852,1249,1708,4306,2547,4169,6714,3573,4985,5830,10649,9764,9173,8839,10227,8972,15636,17819,7725,3226,8075,9604,4561,6382,11468,583
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","em Área Protegida","Regeneração","Uso agropecuário -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30163,54968,50451,52816,56665,52520,78568,70117,120686,135206,151254,147241,162396,306479,217826,209889,209159,255604,281566,309620,231772,275900,259027,263397,196960,207969,219230,226155,130847,28258
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Mata Atlântica","em Área Protegida","Regeneração","Uso agropecuário -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33994,21760,29555,57426,50630,36762,31550,33851,49075,54214,43168,39848,40402,53490,42878,54336,52349,54941,67961,58455,68663,66239,76223,74273,78433,74892,62973,65596,60964,11345
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","em Área Protegida","Regeneração","Uso agropecuário -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,77,35,45,10,11,68,31,773,503,470,79,79,81,88,246,134,195,228,196,91,71,104,56,517,88,196,118,5
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pantanal","em Área Protegida","Regeneração","Uso agropecuário -- Floresta secundária","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26481,20219,7350,668,868,274,37,68,277,4496,1469,1082,920,2242,1660,418,3183,1197,1743,591,9444,2938,7041,5917,4586,925,2043,6395,995,50
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","fora de Área Protegida","Outras Mudanças de uso da terra","Uso agropecuário -- Silvicultura","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,25,17,0,0,0,0,0
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Caatinga","fora de Área Protegida","Outras Mudanças de uso da terra","Uso agropecuário -- Silvicultura","Emissão","CO2e (t) GTP-AR4","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,5,169,105,0,0,110,160,348,471,585,929,1535,768,1138,2596,2126,3130,2624,1285,2156,2381,325,412
