"Nivel_1_Setor","Nivel_2","Nivel_3","Nivel_4","Nivel_5","Nivel_6","Emissao_Remocao","Gas","Estado","Atividade_Economica","Produto","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","fora de Área Protegida","Regeneração","Uso agropecuário -- Vegetação não florestal secundária","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158326,165148,132058,156605,83170,114368,54010,84724,65497,96100,113416,77182,74739,83838,172051,217134,109082,181958,81948,105200,83418,106057,145596,392598,176529,70663,84444,87888,98509,662726
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Caatinga","fora de Área Protegida","Regeneração","Uso agropecuário -- Vegetação não florestal secundária","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12483,31999,20760,20867,53780,14431,27808,22903,19045,24300,22182,32429,20800,21866,21666,13054,9199,13509,12517,14773,11627,26542,43682,39960,46506,21910,15946,28999,43379,3579
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","fora de Área Protegida","Regeneração","Uso agropecuário -- Vegetação não florestal secundária","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371161,1308046,1334100,1490698,1430322,1410995,1624819,1452488,1699071,1585220,1848548,1212310,991695,949388,1187883,1071999,1116017,1139447,1275744,1269978,1081297,1050762,1229035,1210525,996098,890708,889224,868147,621253,254262
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Mata Atlântica","fora de Área Protegida","Regeneração","Uso agropecuário -- Vegetação não florestal secundária","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70495,71922,78859,91502,65541,71940,84135,86427,86170,64865,75892,90075,68523,95630,79474,58275,61364,56981,52310,48248,52909,47392,60994,59745,65444,49512,66432,52002,51214,12560
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","fora de Área Protegida","Regeneração","Uso agropecuário -- Vegetação não florestal secundária","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956103,2057200,2420659,1781977,1543092,1536448,1102830,1309072,1303636,1175130,1429226,2418710,1034150,1273898,1160831,1087395,1928870,1200838,902671,1033986,671228,1294725,992949,1053528,885279,512345,1566474,468820,283702,6713
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pantanal","fora de Área Protegida","Regeneração","Uso agropecuário -- Vegetação não florestal secundária","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262788,234781,336995,299141,522213,553474,287417,310535,442072,449778,434287,337513,326312,581633,395770,442478,551403,509438,573875,515273,520120,603305,540272,641963,515773,389340,444133,562968,657704,7262
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","em Área Protegida","Regeneração","Uso agropecuário -- Vegetação não florestal secundária","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18612,3600,78230,31639,14551,34204,18132,31474,10562,18445,49893,19249,15967,9494,17148,13029,24595,17545,15073,19824,27371,51952,53675,84336,49447,13546,12273,11621,5779,30316
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Caatinga","em Área Protegida","Regeneração","Uso agropecuário -- Vegetação não florestal secundária","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,54,59,34,266,40,51,151,407,773,1538,447,754,-561,569,402,1076,1706,1268,1107,663,1918,1175,1147,731,936,701,2156,3657,297
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","em Área Protegida","Regeneração","Uso agropecuário -- Vegetação não florestal secundária","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29363,20089,115641,145381,161324,158165,148751,80305,91716,125917,152312,116486,84678,123000,306945,128232,149810,138444,174408,198138,154865,167235,174362,143949,102651,80859,76519,101361,62677,44579
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Mata Atlântica","em Área Protegida","Regeneração","Uso agropecuário -- Vegetação não florestal secundária","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237,465,975,2478,1890,3895,4613,4446,14294,13728,17232,18500,15386,16226,18387,15961,16920,21419,20715,16964,27026,33339,23410,26589,24993,20784,15740,14012,11142,2975
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","em Área Protegida","Regeneração","Uso agropecuário -- Vegetação não florestal secundária","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4465,2002,4091,13285,9858,10364,3376,9179,5611,35054,38316,66956,12507,10242,17208,16513,45408,25376,15625,24460,12726,9285,15969,23215,12838,14359,21585,15991,10751,80
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pantanal","em Área Protegida","Regeneração","Uso agropecuário -- Vegetação não florestal secundária","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32256,52235,31152,8374,10662,6534,4876,3487,3287,11959,17249,17513,22950,31154,11804,12569,28977,15293,13412,17321,36849,33148,52440,32490,22896,16899,20093,35034,19871,165
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","fora de Área Protegida","Desmatamento","Vegetação não florestal primária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385762,492909,460573,730599,387820,100806,1167027,731496,430553,193786,776846,406187,345747,201667,333267,197994,253826,283965,338785,139050,272344,205745,194605,270413,88347,71981,220400,258815,298953,39961
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Caatinga","fora de Área Protegida","Desmatamento","Vegetação não florestal primária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91882,50341,24802,84702,128974,22708,11380,24115,14644,15075,26500,39920,43011,34941,23035,18320,25965,7105,11163,17207,9893,5706,14325,24521,10823,12101,9113,6576,16633,10917
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","fora de Área Protegida","Desmatamento","Vegetação não florestal primária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684057,1303087,1058644,968211,1084318,1172268,979947,729704,675266,742002,1814025,2693595,1760040,3194813,1993196,1290747,872248,790069,1444274,1148147,810360,1137847,1735336,2225354,1050704,832556,764076,696999,1356541,178370
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Mata Atlântica","fora de Área Protegida","Desmatamento","Vegetação não florestal primária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93090,66781,44510,82160,96171,38994,113714,35703,59234,38214,29796,23816,36238,81943,29262,30258,22376,21872,22092,21505,28154,16664,14482,24547,10117,16739,19893,17125,31783,10054
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","fora de Área Protegida","Desmatamento","Vegetação não florestal primária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74357,60766,50963,52847,38003,25250,15137,27989,27644,20607,13403,16177,12393,23953,10605,13057,12094,13796,9926,21958,9076,10603,11311,11638,9680,9011,9595,1897,12752,8823
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pantanal","fora de Área Protegida","Desmatamento","Vegetação não florestal primária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,1177,344,1307,353,232,2222,1138,2623,1183,1483,824,1441,294,203,309,535,952,520,2274,1765,731,594,1042,594,594,487,694,37,22
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","em Área Protegida","Desmatamento","Vegetação não florestal primária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16368,3647,15461,19065,17087,17238,13259,12641,6896,62196,59895,36363,21442,24872,27691,48136,15361,33242,31720,23938,39398,42272,28646,29010,21604,26410,22837,35439,36103,4554
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Caatinga","em Área Protegida","Desmatamento","Vegetação não florestal primária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,16,0,20,106,36,159,1214,654,1920,2346,9731,6401,5589,6343,2059,6212,1274,873,2558,3273,1019,530,6449,4135,1465,23985,180,551,373
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","em Área Protegida","Desmatamento","Vegetação não florestal primária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42784,66387,51679,50351,79582,80990,22519,57424,34978,51906,112183,162764,188157,220370,97448,97583,86661,108494,175761,138774,200741,183547,259678,697014,184618,164366,174121,236529,640692,61359
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Mata Atlântica","em Área Protegida","Desmatamento","Vegetação não florestal primária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,32,1056,3227,907,2576,14757,2082,1560,900,1351,810,1756,1231,1434,6168,1861,2195,4556,6320,1217,3216,1648,1111,1673,1280,4529,3207,7111,1737
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","em Área Protegida","Desmatamento","Vegetação não florestal primária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2474,2420,918,4100,375,559,410,1402,308,730,180,272,342,545,220,221,345,377,312,1091,145,197,317,281,94,112,84,32,193,682
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","fora de Área Protegida","Desmatamento","Vegetação não florestal primária -- Silvicultura","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249931,2636136,338272,574093,2201212,1997558,405429,361692,176203,63606,4532,254,1486,8443,12350,7460,10972,12241,64960,25716,51787,92824,94605,342905,1214756,496549,2181146,553782,3154,361894
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Caatinga","fora de Área Protegida","Desmatamento","Vegetação não florestal primária -- Silvicultura","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,3,48,13,0,10,0,0
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","fora de Área Protegida","Desmatamento","Vegetação não florestal primária -- Silvicultura","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61607,135657,20553,62902,108283,50741,37270,25777,20901,17782,10672,8837,10817,7619,13664,15824,23334,29638,43644,60940,90094,91597,109114,88414,59342,19474,33610,22530,1054,46673
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Mata Atlântica","fora de Área Protegida","Desmatamento","Vegetação não florestal primária -- Silvicultura","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5397,13078,3307,16662,17615,9465,8783,7152,6690,26163,25719,23388,33777,35303,48020,77824,89746,69204,246005,137425,139995,45096,45448,63263,44445,19935,17326,18040,4436,18506
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","fora de Área Protegida","Desmatamento","Vegetação não florestal primária -- Silvicultura","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,378,5,56,42,8,29,9,1,4,0,2,11,1,1,1,0,3,44,21,12,16,14,14,59,18,45,22,0,103
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pantanal","fora de Área Protegida","Desmatamento","Vegetação não florestal primária -- Silvicultura","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,207,0,0,0,0,0
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","em Área Protegida","Desmatamento","Vegetação não florestal primária -- Silvicultura","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942,0,19655,217,0,689
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","em Área Protegida","Desmatamento","Vegetação não florestal primária -- Silvicultura","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,2672,869,8147,9100,14107,5898,7230,32535,8560,8434,7108,5658,3939,4052,4618,5760,4830,7915,6884,5398,3574,2540,4672,4472,1553,5104,5847,99,11536
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Mata Atlântica","em Área Protegida","Desmatamento","Vegetação não florestal primária -- Silvicultura","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,49,268,125,475,469,467,1626,2194,1438,2644,4897,3157,1889,5736,2470,2744,701,1040,1543,678,129,212,240,100,553
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","em Área Protegida","Desmatamento","Vegetação não florestal primária -- Silvicultura","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,6,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","fora de Área Protegida","Desmatamento","Vegetação não florestal primária -- Uso agropecuário","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2778185,2695858,2830751,1987691,1441497,1034419,1505017,1987682,1971729,1598550,1379706,5531393,4785859,1845815,4159967,2978842,2202863,1290847,1919537,1301373,1499480,1053567,1386622,4254047,5082234,3845571,3694290,4746457,3777400,8889351
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Caatinga","fora de Área Protegida","Desmatamento","Vegetação não florestal primária -- Uso agropecuário","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3674219,3616430,2264631,4677897,5635912,1660259,1026083,1284226,1241531,1235841,1058388,1079754,1509911,883858,1578661,1028194,1005289,598439,711227,482955,277554,351581,454550,454275,834289,317315,253558,260916,158251,183590
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","fora de Área Protegida","Desmatamento","Vegetação não florestal primária -- Uso agropecuário","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13090502,12555975,11024188,11565506,9291452,10698993,9630798,7269234,7557697,8302932,6673134,6446200,7329751,5810224,10856776,7797884,5694744,4231636,4564265,6215057,4150889,4076184,5516142,4412346,6435905,3319323,3913069,4919779,5812727,2129822
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Mata Atlântica","fora de Área Protegida","Desmatamento","Vegetação não florestal primária -- Uso agropecuário","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530130,1299526,1160889,1155049,967616,869697,879263,885573,824865,856829,923746,591423,746052,1133150,802824,833321,586834,305476,433160,483323,491804,473655,568451,674517,402856,414415,552303,574743,382458,508123
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","fora de Área Protegida","Desmatamento","Vegetação não florestal primária -- Uso agropecuário","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1808165,1916473,2003588,1775730,1788575,1678437,2143574,1854831,2153400,1769173,1529893,1953446,1596768,2200397,2806341,1005731,1030905,555196,1773808,926435,1557843,1496572,1569795,1789685,1555649,1356519,1113503,1571805,874313,2970393
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pantanal","fora de Área Protegida","Desmatamento","Vegetação não florestal primária -- Uso agropecuário","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2606181,1616671,1492969,2115348,1790441,1568914,1627519,1164222,1888688,2746446,1860272,1574673,1743867,1547040,1513905,1215302,935188,973989,1293020,1350357,1141304,776198,1114981,885604,710107,1206389,1953330,1577088,906008,861352
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","em Área Protegida","Desmatamento","Vegetação não florestal primária -- Uso agropecuário","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98802,111717,589054,563746,89387,134093,176423,218493,175998,259726,222398,227356,232287,217917,374066,279646,800034,898182,830143,353029,353566,166893,107975,431802,219945,523346,379148,351626,562116,2480141
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Caatinga","em Área Protegida","Desmatamento","Vegetação não florestal primária -- Uso agropecuário","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8561,7822,3184,11315,23819,2490,16173,8247,76490,67773,53939,70431,68812,129598,36082,28489,39457,88508,95658,76016,102069,76958,161327,103068,121303,75652,91010,56476,23717,63100
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","em Área Protegida","Desmatamento","Vegetação não florestal primária -- Uso agropecuário","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446735,116696,226349,238453,408589,629093,486638,236957,358436,516271,415776,570670,496518,410433,501319,519790,882912,459636,641248,1054664,649073,530024,779138,778879,918538,373255,445759,654268,685163,250596
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Mata Atlântica","em Área Protegida","Desmatamento","Vegetação não florestal primária -- Uso agropecuário","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34685,12502,22606,14583,26967,110721,94480,27980,85998,122996,170208,127118,112828,135690,83415,111788,98239,60938,61957,49661,50884,41151,66580,56750,47749,42936,63954,78613,56602,190494
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","em Área Protegida","Desmatamento","Vegetação não florestal primária -- Uso agropecuário","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10121,5881,6484,4772,13772,7349,16246,16416,11632,12482,9181,12813,11012,25198,17280,14399,11815,11109,14429,13470,20666,10206,10714,10218,13625,9824,9599,16831,4332,29811
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pantanal","em Área Protegida","Desmatamento","Vegetação não florestal primária -- Uso agropecuário","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47148,21089,23439,37617,20139,27050,52826,52224,83797,106660,41186,23593,43708,12930,19444,49688,25560,37083,61099,71968,60034,61844,42206,64872,24014,40022,63331,65164,170350,33819
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","fora de Área Protegida","Desmatamento","Vegetação não florestal secundária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5759,2436,652,2699,2549,1779,3897,4343,3414,4635,2127,4473,4844,4791,13324,7993,5593,4049,6173,5309,6263,5922,9535,12674,4694,3937,6975
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Caatinga","fora de Área Protegida","Desmatamento","Vegetação não florestal secundária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,3996,2581,1016,3420,1751,2238,3457,2850,3972,3104,2912,4385,6143,1204,5436,6697,3056,2859,6441,19122,7701,5351,8140,3774,28816,66328
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","fora de Área Protegida","Desmatamento","Vegetação não florestal secundária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24721,38224,50402,72658,70051,74156,92521,146401,210998,220298,308942,159778,113572,80268,79542,138697,129649,171551,182491,247478,258359,114172,107814,116628,128296,135802,158972
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Mata Atlântica","fora de Área Protegida","Desmatamento","Vegetação não florestal secundária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9960,14603,2931,11251,3307,4322,3820,5970,5270,7733,4442,7763,11507,7880,6791,11025,7353,5643,4484,4852,3930,3861,3564,4766,6376,7538,3629
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","fora de Área Protegida","Desmatamento","Vegetação não florestal secundária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569,4805,3279,4295,8377,7577,9814,5023,6156,7835,14820,12087,12316,11260,11153,9784,14477,5424,7157,5450,5302,5144,6714,6940,3605,4214,5373
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pantanal","fora de Área Protegida","Desmatamento","Vegetação não florestal secundária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,10,7,66,30,83,29,200,59,62,53,355,34,89,229,139,186,139,85,208,247,148,207,1104,142,26,0
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","em Área Protegida","Desmatamento","Vegetação não florestal secundária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,366,87,34,174,1062,1255,382,608,418,608,539,279,451,1025,2083,4134,2620,2018,2088,1442,3420,17527,557,834,86
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Caatinga","em Área Protegida","Desmatamento","Vegetação não florestal secundária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,63,14,23,13,373,77,169,1508,685,61,745,236,3500,1127,1540,403,2294,225,264,557,636,547,54349,7,2084,1447
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","em Área Protegida","Desmatamento","Vegetação não florestal secundária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,1735,2957,1808,5186,4859,7432,11056,13314,13016,23606,15420,19287,12545,25717,28686,27069,26247,21977,39371,52400,20156,21367,19123,23945,28029,38229
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Mata Atlântica","em Área Protegida","Desmatamento","Vegetação não florestal secundária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,262,207,2410,317,77,80,357,30,168,1095,1090,5142,842,413,2291,4478,3314,2758,1011,235,1988,385,936,1020,1873,479
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Pampa","em Área Protegida","Desmatamento","Vegetação não florestal secundária -- Área sem vegetação","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,70,112,108,250,124,273,22,96,158,255,500,433,535,519,360,772,195,180,176,262,159,150,151,75,72,313
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Amazônia","fora de Área Protegida","Desmatamento","Vegetação não florestal secundária -- Silvicultura","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1602,42177,48079,9586,8783,7982,2530,224,0,0,224,0,84,14,42,168,42,325,1381,660,541,2274,421,1403435,5538,211,3259
"Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","Cerrado","fora de Área Protegida","Desmatamento","Vegetação não florestal secundária -- Silvicultura","Emissão","CO2e (t) GTP-AR5","BR","AGROPEC","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,228,233,241,222,331,326,171,231,266,352,380,389,751,417,619,926,925,1092,929,1021,991,262,3420,816,10,926
